,open_r,high_r,low_r,close_r,volume_r,ma_7_r,ma_15_r,ma_30_r
2021-12-30 09:00:00,0.9798836271262079,0.9909807191600156,0.9955869373345102,1.0019443325334128,0.6850945663661099,1.0455894105894106,1.040285547785548,1.070256993006993
2021-12-31 09:00:00,1.0025223773406435,1.0099428159291124,0.9970390070921986,0.9927272727272727,0.9007008174207319,1.040280461296945,1.044345825115056,1.0697901991171221
2022-01-01 09:00:00,0.9921548756836092,0.9908011970346188,1.0094072875357887,1.0199175824175823,0.5298713338110944,1.0119189452522785,1.0237543526432415,1.0416328527439638
2022-01-02 09:00:00,1.0199175824175823,1.0004976746580632,1.00595468799549,0.9933695933695934,1.3574229742253276,1.0088995498079296,1.029578256360339,1.0424889769573507
2022-01-03 09:00:00,0.9935249935249936,0.990548885077187,0.9830647985989492,0.9845300794354348,1.7673296337256343,1.012477079954702,1.0437692366542493,1.0555945928449946
2022-01-04 09:00:00,0.9843587069864442,0.9988917557013974,0.9976306272602569,0.9890891756854575,0.9601087367812873,1.017905911092638,1.0529175517198293,1.0637559573746498
2022-01-05 09:00:00,0.9891066384180791,0.9898587154372888,0.9410892857142857,0.9612837584563483,1.5357862310257906,1.0503212389051881,1.0876876988400739,1.1011698295391243
2022-01-06 09:00:00,0.9612837584563483,0.9509632224168126,0.9940608337602702,0.9885802354514056,0.6872343372461602,1.0518255950927489,1.0920953937276558,1.1076510327642017
2022-01-07 09:00:00,0.988598804174249,0.9826519337016575,0.9715965488279759,0.9663780311425835,1.1753036294949453,1.0736068728255166,1.1170803449370574,1.1392116464848685
2022-01-08 09:00:00,0.9663598797896319,0.9878368754451067,0.9986051080550098,1.0134696495558708,0.5554716227058368,1.0435212633632334,1.0897075933668317,1.1194149310216972
2022-01-09 09:00:00,1.0134696495558708,0.9979320419662676,1.0061972496016054,0.9911012235817576,0.8077240898098009,1.0367108413085424,1.0872376381954925,1.1243024110840203
2022-01-10 09:00:00,0.9909861531970389,0.988574144486692,0.9560652275926795,0.9916405433646813,2.3613047122228714,1.030410735890188,1.0831063237455931,1.1271578919980747
2022-01-11 09:00:00,0.9919298653042267,1.009500182695821,1.0309016913103053,1.0207040549506303,0.7305948330345294,0.999360915911282,1.0494095755188917,1.0980862982010056
2022-01-12 09:00:00,1.0205053165544824,1.0276608309679385,1.0276146643389938,1.019920851893628,0.966561539544876,0.9784893544664113,1.0227583147450436,1.0733415809106075
2022-01-13 09:00:00,1.0199403510113563,0.9999073130039855,1.0001737451737451,0.9725580610695608,0.9733260803628352,1.0023706273489448,1.0449301339500818,1.098458770999968
2022-01-14 09:00:00,0.9725580610695608,0.9768446421950315,0.9845779690787315,1.006649320612894,0.919929023204039,0.997885725226334,1.0316842172442402,1.0854796094198735
2022-01-15 09:00:00,1.006649320612894,1.0037957146381735,1.0170162713193491,1.0024315527474632,0.5158952641040728,0.9960518309736179,1.0235447663795354,1.078097166249658
2022-01-16 09:00:00,1.0024315527474632,0.9951409502561872,1.0013493195574232,0.9963328685753576,0.8213442140901406,1.0010516082211662,1.0199635771110898,1.0782817342407105
2022-01-17 09:00:00,0.9963328685753576,0.9936542919025725,0.9783244783244783,0.9860251126234065,1.456411587948374,1.0157671669647717,1.0265196878969334,1.0890498224330558
2022-01-18 09:00:00,0.9860059426818748,0.9866156787762906,0.9876037936326788,0.9950034994945175,1.254638985244848,1.0177193212617899,1.0245595524205893,1.0898617271406892
2022-01-19 09:00:00,0.995100612423447,0.9960271317829458,0.9959356072680905,0.98346978252799,1.236454816225261,1.026265074603143,1.0342439353903006,1.1030953847376472
2022-01-20 09:00:00,0.9833929234316081,1.0187956026850862,0.9917380171241098,0.9863906383485983,1.435886635606183,1.0339878458634502,1.042865775056397,1.111349231926093
2022-01-21 09:00:00,0.9854369896489381,0.954928286319971,0.8996469994957136,0.9127457299387689,1.8845732622362237,1.1110361524784687,1.130902992320593,1.2069695766028188
2022-01-22 09:00:00,0.9136290322580645,0.9124217515649687,0.9558071748878924,0.9571674463765557,0.9452286682340071,1.1311716755866612,1.1691004803073968,1.2470593659942364
2022-01-23 09:00:00,0.9571895136375673,0.9754066020779448,1.0022519880832297,1.020242074927954,0.5005249522963892,1.0831872576839021,1.1340202924095542,1.2089952470265668
2022-01-24 09:00:00,1.0202646624861675,1.0247191011235954,0.9566062024575775,1.010801527580051,1.7817292258640778,1.0501984881050854,1.1115482923848485,1.1838203184964937
2022-01-25 09:00:00,1.011501525251384,0.9993859649122807,1.0645934770375083,1.0039793431848159,0.6315162758213453,1.0260908567484086,1.0977354205170455,1.166838124503626
2022-01-26 09:00:00,1.003149852560093,1.0414289475994032,1.023189538277677,1.0042530450466498,1.4623525623437146,1.0051694646816598,1.0824331116038433,1.149769401330377
2022-01-27 09:00:00,1.0043425008350964,0.9659502739148756,0.9835130278526505,1.015720620842572,0.738155919998513,0.977640076965537,1.0547068625524822,1.122903796197254
2022-01-28 09:00:00,1.0155210643015522,1.0228165081581013,1.0290960581007629,1.0170053919535462,0.7431953337333336,0.9651933667774658,1.029491142211156,1.0966142926647777
2022-01-29 09:00:00,1.017292576419214,1.018255491576029,1.0248557478917,1.0119773332188546,0.71519450598344,0.9651962596432966,1.010117507317694,1.0765268174040923
2022-01-30 09:00:00,1.0118475274725274,0.9948477359359946,1.0068860978778693,1.0013150638442285,0.7208201778365672,0.9728708209262353,1.0015195164661357,1.0683514093656443
2022-01-31 09:00:00,1.0013575428474462,1.0030947368421053,0.9812034926233386,1.0012286053211321,1.5874132608548626,0.979338817996627,0.993380724692873,1.059530458821704
2022-02-01 09:00:00,1.0020335536349771,1.0130753247843516,1.0272882693319305,1.0104514873270427,0.8660017437296559,0.9777368987796123,0.9779745951982133,1.041751814628699
2022-02-02 09:00:00,1.0101471334348047,0.9923347835094262,0.9686786575348312,0.9530360134003351,1.18783431932095,1.02722687598668,1.0178746402443044,1.0849411575162393
2022-02-03 09:00:00,0.9525782688766115,0.9582463465553236,0.9861016277174511,1.006986400685458,0.7000776011207942,1.0201810843242063,1.0042703901676304,1.0700047271008326
2022-02-04 09:00:00,1.006964277868096,1.1076906318082789,1.0163055617601071,1.10467982982437,2.2719695705808527,0.9349210424596043,0.9104023067959631,0.9664902336420911
2022-02-05 09:00:00,1.104243482055198,1.012686112149165,1.1036483516483517,1.003061244642822,0.7540023965644524,0.942312019712193,0.9148066472395054,0.9619319524297079
2022-02-06 09:00:00,1.0034576097050165,1.0103713486637662,1.0036641707822207,1.018587067811294,0.7201659234917704,0.9376097690293933,0.9088829609010542,0.9445610711616279
2022-02-07 09:00:00,1.0175238245254785,1.040136865172427,1.0135714285714286,1.0343887729065182,1.5854373134952173,0.9231106020924936,0.8902007686893038,0.9140114493593217
2022-02-08 09:00:00,1.0354696389179148,1.0223803363518758,1.0242933208049487,1.002616284502252,1.6835205695483253,0.9363878186267331,0.8989618087267711,0.9128521990891751
2022-02-09 09:00:00,1.002616284502252,0.9761211836373167,1.0044911610129001,1.0001677508340945,0.46356535801924603,0.9579095894787285,0.909683190458442,0.9141986582184122
2022-02-10 09:00:00,1.0001491118525283,1.0255555555555556,1.0008371385083714,0.9899925456578457,1.8135580743601734,0.9871914505688953,0.9289472858586049,0.923951960544397
2022-02-11 09:00:00,0.9884641905365362,0.9635969664138678,0.9752110105695384,0.9766391205315965,0.6745986165432291,1.0142438610693496,0.9589709982909937,0.9451100574380324
2022-02-12 09:00:00,0.9780354449472096,0.9800427254328761,0.9909356725146199,0.9945067653521452,0.7641156916786663,1.0220860016778384,0.970739900898631,0.9501443882396263
2022-02-13 09:00:00,0.9950650602409639,0.9979158301305953,1.0111143896921413,0.9990890943271896,0.5849047336718425,1.0225135097686018,0.97732040090527,0.9505709666989978
2022-02-14 09:00:00,0.9986632828997075,0.997145046943859,0.9872373540856031,1.000698351115422,1.553863681304148,1.0164690309109337,0.9822962302433478,0.9494094004833353
2022-02-15 09:00:00,1.000698351115422,1.0376049653158086,1.0141494560933313,1.0435389446749117,1.1271482923529694,0.9745398382268646,0.949443949076138,0.9108299895972656
